WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.860100E-19
PIVWV    r 5581.206
BANDW    r 163.2712
TPEAK    r 0.3821064
EQUVW    r 203.7352
RECTW    r 533.1897
EMFLX    r 2.090060E-16
     4756.273   4.861291E-5
     4756.869   4.865463E-5
     4757.464   4.869621E-5
     4758.062   4.873800E-5
     4758.658   4.877965E-5
     4759.256   4.882146E-5
     4759.852   4.886312E-5
     4760.445   4.890271E-5
     4761.044   4.894202E-5
      4761.64   4.898110E-5
     4762.239   4.902043E-5
     4762.832   4.905937E-5
     4763.428   4.909849E-5
     4764.027   4.913778E-5
     4764.624   4.917680E-5
      4765.22   4.921587E-5
     4765.819   4.925518E-5
     4766.416   4.929431E-5
     4767.015   4.933359E-5
     4767.611   4.937267E-5
     4768.208   4.941179E-5
     4768.808   4.945106E-5
     4769.405   4.949017E-5
     4770.004   4.952945E-5
     4770.602   4.957087E-5
     4771.199   4.961230E-5
     4771.796   4.965377E-5
     4772.393   4.969519E-5
     4772.993   4.973682E-5
     4773.588   4.977807E-5
     4774.188   4.981972E-5
     4774.786   4.986122E-5
     4775.383   4.990272E-5
     4775.981   4.994421E-5
     4776.582   4.998588E-5
      4777.18   5.002739E-5
      4777.78   5.006908E-5
     4778.378   5.011060E-5
     4778.979   5.015227E-5
     4779.577   5.019377E-5
     4780.175   5.025171E-5
     4780.776   5.034979E-5
     4781.375   5.044744E-5
     4781.973   5.054499E-5
     4782.572   5.064268E-5
      4783.17   5.074036E-5
     4783.772   5.083843E-5
     4784.371   5.093603E-5
      4784.97   5.103369E-5
     4785.569   5.113138E-5
     4786.167   5.122898E-5
     4786.767   5.132662E-5
     4787.369   5.142476E-5
     4787.971   5.152290E-5
      4788.57   5.162055E-5
     4789.169   5.171826E-5
     4789.769   5.181586E-5
     4790.371   5.191455E-5
     4790.971   5.201310E-5
     4791.573   5.211204E-5
     4792.173   5.221064E-5
     4792.772   5.230913E-5
     4793.373   5.240775E-5
     4793.975   5.250678E-5
     4794.575   5.260534E-5
     4795.175   5.270389E-5
     4795.775   5.280244E-5
     4796.376   5.290109E-5
     4796.979   5.300013E-5
     4797.577   5.309825E-5
      4798.18   5.319728E-5
     4798.783   5.329645E-5
     4799.384   5.339508E-5
     4799.984   5.349372E-5
     4800.585   5.359387E-5
     4801.189   5.369447E-5
     4801.792   5.379504E-5
     4802.394   5.389522E-5
     4802.995   5.399541E-5
     4803.596   5.409573E-5
     4804.197   5.419595E-5
     4804.801   5.429658E-5
     4805.403   5.439686E-5
     4806.004   5.449714E-5
     4806.606   5.459743E-5
     4807.208   5.469770E-5
     4807.812   5.479847E-5
     4808.414   5.489878E-5
     4809.016   5.499919E-5
      4809.62   5.509995E-5
     4810.222   5.520044E-5
     4810.824   5.530110E-5
     4811.427   5.540188E-5
     4812.032   5.550308E-5
     4812.637   5.560428E-5
     4813.239   5.570499E-5
     4813.841   5.580580E-5
     4814.444   5.590662E-5
     4815.047   5.600755E-5
     4815.652   5.610876E-5
     4816.255   5.620965E-5
     4816.858   5.631059E-5
      4817.46   5.641140E-5
     4818.063   5.651228E-5
     4818.669   5.661367E-5
     4819.272   5.671455E-5
     4819.876   5.681553E-5
     4820.482   5.685632E-5
     4821.085   5.688143E-5
     4821.688   5.690652E-5
     4822.295   5.693177E-5
     4822.898   5.695693E-5
     4823.505   5.698218E-5
     4824.109   5.700730E-5
     4824.712   5.703238E-5
     4825.316   5.705749E-5
      4825.92   5.708263E-5
     4826.527   5.710796E-5
     4827.131   5.713316E-5
     4827.736   5.715833E-5
      4828.34   5.718345E-5
     4828.944   5.720857E-5
     4829.551   5.723382E-5
     4830.156   5.725924E-5
     4830.763   5.728549E-5
     4831.368   5.731153E-5
     4831.973   5.733756E-5
     4832.578   5.736361E-5
     4833.185   5.738976E-5
      4833.79   5.741573E-5
     4834.398   5.744190E-5
     4835.003   5.746796E-5
     4835.608   5.749401E-5
     4836.213   5.752005E-5
     4836.819   5.754609E-5
     4837.427   5.757223E-5
     4838.033   5.759826E-5
     4838.638   5.762441E-5
     4839.244   5.765053E-5
     4839.852   5.767676E-5
     4840.458   5.769957E-5
     4841.064   5.772129E-5
     4841.672   5.774309E-5
     4842.279   5.776485E-5
     4842.885   5.778660E-5
     4843.491   5.780836E-5
       4844.1   5.783023E-5
     4844.709   5.785205E-5
     4845.315   5.787378E-5
     4845.922   5.789550E-5
     4846.528   5.791726E-5
     4847.135   5.793902E-5
     4847.745   5.796079E-5
     4848.351   5.798255E-5
     4848.958   5.800437E-5
     4849.565   5.802615E-5
     4850.172   5.804779E-5
     4850.782   5.806920E-5
     4851.389   5.809047E-5
     4851.997   5.811176E-5
     4852.604   5.813315E-5
     4853.214   5.815460E-5
     4853.824   5.817603E-5
     4854.429   5.819723E-5
      4855.04   5.821858E-5
      4855.65   5.823995E-5
     4856.257   5.826128E-5
     4856.865   5.828268E-5
     4857.473   5.830401E-5
     4858.084   5.832545E-5
     4858.692   5.834676E-5
       4859.3   5.836807E-5
     4859.909   5.838942E-5
     4860.517   5.851747E-5
     4861.125   5.866440E-5
     4861.736   5.881195E-5
     4862.345   5.895907E-5
     4862.954   5.910608E-5
     4863.562   5.925322E-5
     4864.174   5.940097E-5
     4864.786   5.954882E-5
     4865.395   5.969599E-5
     4866.003   5.984316E-5
     4866.615   5.999116E-5
     4867.225   6.013856E-5
     4867.833   6.028585E-5
     4868.443   6.043322E-5
     4869.055   6.058134E-5
     4869.665   6.072880E-5
     4870.274   6.087374E-5
     4870.884   6.101572E-5
     4871.494   6.115765E-5
     4872.103   6.129947E-5
     4872.716   6.144212E-5
     4873.326   6.158406E-5
     4873.936   6.172602E-5
     4874.548   6.186869E-5
     4875.159   6.201075E-5
     4875.771   6.215330E-5
     4876.382   6.229532E-5
     4876.992   6.243734E-5
     4877.605   6.257999E-5
     4878.216   6.272208E-5
     4878.827   6.286414E-5
      4879.44   6.300683E-5
     4880.051   6.314905E-5
     4880.662   6.329267E-5
     4881.272   6.343627E-5
     4881.884   6.357996E-5
     4882.498   6.372430E-5
     4883.106   6.386737E-5
      4883.72   6.401169E-5
     4884.331   6.415540E-5
     4884.942   6.429908E-5
     4885.557   6.444353E-5
     4886.168   6.458742E-5
     4886.783   6.473184E-5
     4887.395   6.487568E-5
     4888.006   6.501939E-5
     4888.621   6.516388E-5
     4889.232   6.530772E-5
     4889.845   6.545173E-5
     4890.459   6.559940E-5
     4891.071   6.574744E-5
     4891.684   6.589566E-5
     4892.296   6.604393E-5
     4892.908   6.619225E-5
     4893.523   6.634119E-5
     4894.136   6.648958E-5
     4894.749   6.663794E-5
     4895.361   6.678641E-5
     4895.974   6.693488E-5
      4896.59   6.708402E-5
     4897.203   6.723250E-5
     4897.818   6.738178E-5
     4898.432   6.753046E-5
     4899.044   6.767902E-5
     4899.661   6.782841E-5
     4900.274   6.786738E-5
     4900.887   6.777037E-5
     4901.503   6.767289E-5
     4902.117   6.757575E-5
      4902.73   6.747866E-5
     4903.344   6.738155E-5
     4903.958   6.728450E-5
     4904.575   6.718693E-5
     4905.188   6.708984E-5
     4905.803   6.699271E-5
     4906.417   6.689561E-5
     4907.031   6.679844E-5
     4907.648   6.670075E-5
     4908.265   6.660317E-5
     4908.879   6.650598E-5
     4909.494   6.640882E-5
     4910.108   6.631222E-5
     4910.726   6.621829E-5
      4911.34   6.612473E-5
     4911.955   6.603116E-5
     4912.573   6.593717E-5
     4913.187   6.584363E-5
     4913.802   6.575001E-5
     4914.417   6.565634E-5
     4915.033   6.556264E-5
     4915.651   6.546845E-5
     4916.266   6.537476E-5
     4916.881   6.528120E-5
     4917.497   6.518737E-5
     4918.112   6.509358E-5
      4918.73   6.499940E-5
     4919.349   6.490516E-5
     4919.965   6.481142E-5
     4920.581   6.471531E-5
     4921.197   6.461899E-5
     4921.815   6.452227E-5
     4922.434   6.442556E-5
     4923.048   6.432960E-5
     4923.667   6.423287E-5
     4924.283   6.413656E-5
     4924.899   6.404019E-5
     4925.516   6.394385E-5
     4926.135   6.384699E-5
     4926.751   6.375062E-5
     4927.368   6.365421E-5
     4927.985   6.355771E-5
     4928.602   6.346137E-5
     4929.222   6.336455E-5
     4929.839   6.326805E-5
     4930.458   6.317339E-5
     4931.076   6.307991E-5
     4931.693   6.298640E-5
      4932.31   6.289290E-5
      4932.93   6.279899E-5
      4933.55   6.270497E-5
     4934.168   6.261133E-5
     4934.786   6.251773E-5
     4935.403   6.242410E-5
     4936.021   6.233044E-5
     4936.639   6.223669E-5
      4937.26   6.214257E-5
     4937.878   6.204881E-5
     4938.496   6.195506E-5
     4939.114   6.186129E-5
     4939.732   6.176745E-5
     4940.354   6.169852E-5
     4940.972   6.164901E-5
     4941.593   6.159924E-5
     4942.211   6.154962E-5
      4942.83   6.150000E-5
     4943.452   6.145015E-5
      4944.07   6.140051E-5
     4944.692   6.135063E-5
     4945.311   6.130100E-5
      4945.93   6.125144E-5
     4946.549   6.120174E-5
     4947.168   6.115194E-5
     4947.788   6.110216E-5
      4948.41   6.105219E-5
     4949.029   6.100247E-5
     4949.648   6.095268E-5
     4950.268   6.089962E-5
     4950.888   6.084231E-5
      4951.51   6.078478E-5
      4952.13   6.072752E-5
     4952.752   6.066990E-5
     4953.373   6.061255E-5
     4953.993   6.055522E-5
     4954.615   6.049772E-5
     4955.235   6.044043E-5
     4955.858   6.038284E-5
     4956.479   6.032548E-5
     4957.099   6.026817E-5
     4957.723   6.021050E-5
      4958.34   6.015343E-5
     4958.961   6.009614E-5
     4959.584   6.003858E-5
     4960.206   5.998349E-5
     4960.829   5.993270E-5
     4961.447   5.988234E-5
     4962.068   5.983174E-5
     4962.692   5.978099E-5
     4963.313   5.973044E-5
     4963.937   5.967962E-5
     4964.559   5.962903E-5
      4965.18   5.957839E-5
     4965.804   5.952760E-5
     4966.426   5.947693E-5
     4967.048   5.942618E-5
     4967.672   5.937528E-5
     4968.294   5.932461E-5
     4968.918   5.927373E-5
     4969.541   5.922300E-5
      4970.16   5.917220E-5
     4970.785   5.912028E-5
     4971.407   5.906850E-5
     4972.032   5.901648E-5
     4972.652   5.896499E-5
     4973.274   5.891327E-5
     4973.899   5.886123E-5
     4974.522   5.880944E-5
     4975.147   5.875737E-5
      4975.77   5.870550E-5
     4976.393   5.865365E-5
     4977.019   5.860161E-5
     4977.642   5.854974E-5
     4978.268   5.849759E-5
     4978.891   5.844564E-5
     4979.514   5.839374E-5
      4980.14   5.833271E-5
     4980.763   5.824156E-5
     4981.387   5.815029E-5
      4982.01   5.805897E-5
     4982.634   5.796769E-5
      4983.26   5.787599E-5
     4983.881   5.778507E-5
     4984.508   5.769335E-5
     4985.132   5.760199E-5
     4985.756   5.751064E-5
     4986.383   5.741884E-5
     4987.007   5.732747E-5
     4987.631   5.723597E-5
     4988.258   5.714419E-5
     4988.883   5.705281E-5
      4989.51   5.696100E-5
     4990.134   5.687037E-5
     4990.759   5.678285E-5
     4991.387   5.669501E-5
     4992.011   5.660758E-5
     4992.636   5.652011E-5
     4993.261   5.643259E-5
     4993.886   5.634504E-5
     4994.514   5.625698E-5
     4995.137   5.616968E-5
     4995.765   5.608170E-5
      4996.39   5.599410E-5
     4997.015   5.590638E-5
     4997.644   5.581822E-5
     4998.269   5.573044E-5
     4998.897   5.564222E-5
     4999.523   5.555442E-5
     5000.149   5.546597E-5
     5000.778   5.537481E-5
     5001.404   5.528404E-5
      5002.03   5.519324E-5
     5002.659   5.510205E-5
     5003.285   5.501123E-5
     5003.911   5.492030E-5
     5004.538   5.482940E-5
     5005.167   5.473816E-5
     5005.793   5.464729E-5
     5006.417   5.455673E-5
     5007.046   5.446538E-5
     5007.673   5.437442E-5
     5008.303   5.428309E-5
      5008.93   5.419207E-5
     5009.557   5.410103E-5
     5010.187   5.401008E-5
     5010.813   5.392071E-5
     5011.441   5.383121E-5
     5012.071   5.374136E-5
     5012.698   5.365187E-5
     5013.329   5.356198E-5
     5013.956   5.347252E-5
     5014.584   5.338292E-5
     5015.211   5.329342E-5
     5015.839   5.320388E-5
      5016.47   5.311389E-5
     5017.098   5.302421E-5
     5017.723   5.293485E-5
     5018.354   5.284480E-5
     5018.982   5.275519E-5
     5019.613   5.266497E-5
     5020.241   5.257009E-5
      5020.87   5.246689E-5
     5021.501   5.236320E-5
     5022.129   5.225999E-5
     5022.761   5.215624E-5
      5023.39   5.205303E-5
     5024.019   5.194969E-5
      5024.65   5.184591E-5
     5025.279   5.174256E-5
     5025.908   5.163917E-5
     5026.537   5.153580E-5
     5027.167   5.143235E-5
     5027.798   5.132850E-5
     5028.428   5.122501E-5
     5029.057   5.112149E-5
     5029.687   5.101790E-5
     5030.316   5.091476E-5
     5030.949   5.081152E-5
     5031.579   5.070863E-5
     5032.208   5.060575E-5
     5032.841   5.050247E-5
     5033.471   5.039959E-5
     5034.104   5.029620E-5
     5034.734   5.019330E-5
     5035.364   5.009028E-5
     5035.998   4.998673E-5
     5036.628   4.988364E-5
     5037.258   4.978058E-5
     5037.889   4.967759E-5
      5038.52   4.957441E-5
     5039.153   4.947078E-5
     5039.784   4.936754E-5
     5040.415   4.926510E-5
     5041.045   4.916307E-5
     5041.676   4.906093E-5
      5042.31   4.895833E-5
     5042.941   4.885613E-5
     5043.576   4.875345E-5
     5044.207   4.865124E-5
     5044.838   4.854898E-5
     5045.473   4.844622E-5
     5046.104   4.834393E-5
     5046.736   4.824156E-5
      5047.37   4.813877E-5
     5048.002   4.803633E-5
     5048.634   4.793384E-5
     5049.266   4.783134E-5
     5049.898   4.772877E-5
     5050.533   4.762470E-5
     5051.165   4.752079E-5
     5051.797   4.741683E-5
      5052.43   4.731293E-5
     5053.065   4.720854E-5
     5053.697   4.710459E-5
      5054.33   4.700052E-5
     5054.965   4.689602E-5
     5055.598   4.679192E-5
     5056.231   4.668783E-5
     5056.867   4.658329E-5
       5057.5   4.647916E-5
     5058.136   4.637444E-5
     5058.769   4.627031E-5
     5059.402   4.616612E-5
     5060.035   4.606684E-5
     5060.668   4.605146E-5
     5061.305   4.603600E-5
     5061.938   4.602057E-5
     5062.572   4.600523E-5
     5063.206   4.598985E-5
     5063.839   4.597445E-5
     5064.476   4.595897E-5
      5065.11   4.594356E-5
     5065.744   4.592810E-5
     5066.381   4.591262E-5
     5067.015   4.589721E-5
     5067.652   4.588168E-5
     5068.287   4.586619E-5
     5068.921   4.585072E-5
     5069.558   4.583520E-5
     5070.193   4.581919E-5
     5070.828   4.580191E-5
     5071.462   4.578458E-5
     5072.097   4.576722E-5
     5072.735   4.574978E-5
      5073.37   4.573245E-5
     5074.005   4.571511E-5
      5074.64   4.569777E-5
     5075.275   4.568041E-5
     5075.913   4.566296E-5
     5076.549   4.564560E-5
     5077.184   4.562827E-5
     5077.822   4.561086E-5
     5078.458   4.559348E-5
     5079.097   4.557601E-5
     5079.732   4.555859E-5
     5080.368   4.554146E-5
     5081.007   4.552441E-5
     5081.643   4.550743E-5
     5082.282   4.549037E-5
     5082.915   4.547343E-5
     5083.551   4.545643E-5
      5084.19   4.543938E-5
     5084.827   4.542241E-5
     5085.463   4.540540E-5
       5086.1   4.538836E-5
     5086.737   4.537131E-5
     5087.376   4.535420E-5
     5088.013   4.533713E-5
      5088.65   4.532016E-5
      5089.29   4.530308E-5
     5089.927   4.528605E-5
     5090.567   4.527062E-5
     5091.204   4.525549E-5
     5091.841   4.524037E-5
     5092.481   4.522521E-5
     5093.119   4.521009E-5
     5093.759   4.519488E-5
     5094.396   4.517972E-5
     5095.032   4.516457E-5
     5095.672   4.514936E-5
      5096.31   4.513423E-5
     5096.948   4.511912E-5
     5097.589   4.510385E-5
     5098.224   4.508874E-5
     5098.865   4.507350E-5
     5099.503   4.505829E-5
     5100.142   4.511423E-5
     5100.783   4.542116E-5
     5101.421   4.572704E-5
     5102.063   4.603418E-5
     5102.701   4.634024E-5
      5103.34   4.664636E-5
     5103.981   4.695397E-5
     5104.621   4.726048E-5
     5105.262   4.756828E-5
     5105.901   4.787505E-5
     5106.541   4.818186E-5
      5107.18   4.848874E-5
     5107.819   4.879569E-5
     5108.458   4.910295E-5
     5109.101   4.941146E-5
      5109.74   4.971890E-5
      5110.38   5.002411E-5
      5111.02   5.032778E-5
     5111.659   5.063141E-5
     5112.302   5.093648E-5
     5112.942   5.124042E-5
     5113.584   5.154560E-5
     5114.225   5.184967E-5
     5114.865   5.215376E-5
     5115.508   5.245931E-5
     5116.148   5.276370E-5
     5116.792   5.306927E-5
     5117.432   5.337371E-5
     5118.073   5.367821E-5
     5118.713   5.398272E-5
     5119.354   5.428728E-5
     5119.995   5.459190E-5
     5120.639   5.490080E-5
     5121.279   5.520817E-5
      5121.92   5.551585E-5
     5122.562   5.582360E-5
     5123.203   5.613163E-5
     5123.847   5.644085E-5
     5124.491   5.675018E-5
     5125.133   5.705838E-5
     5125.774   5.736671E-5
     5126.416   5.767508E-5
     5127.061   5.798495E-5
     5127.702   5.829342E-5
     5128.347   5.860336E-5
     5128.989   5.891221E-5
     5129.631   5.922116E-5
     5130.273   5.952951E-5
     5130.918   5.983839E-5
     5131.557   6.014451E-5
     5132.203   6.045374E-5
     5132.845   6.076141E-5
     5133.487   6.106935E-5
     5134.133   6.137872E-5
     5134.772   6.168534E-5
     5135.418   6.199504E-5
     5136.064   6.230457E-5
     5136.707   6.261299E-5
      5137.35   6.292122E-5
     5137.993   6.322979E-5
     5138.639   6.353982E-5
     5139.285   6.384988E-5
     5139.928   6.415878E-5
     5140.572   6.590074E-5
     5141.215   6.782140E-5
     5141.858   6.974379E-5
     5142.505   7.167530E-5
     5143.149   7.359979E-5
